source,target,relationship_type,method,confidence,evidence
143217,88/2015/QH,THAM_CHIEU,rule,0.8,2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng cho doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chín
143217,88/2015/QH,THAM_CHIEU,rule,0.8,"BỘ TÀI CHÍNH Số: 66/2020/TT-BTC BỘ TÀI CHÍNH Số: 66/2020/TT-BTC CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Hà Nội, ngày 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng ch"
150974,88/2015/QH13,THAM_CHIEU,rule,0.8,nghiệp kiểm toán nội bộ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ ̅ Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính ph
150974,8/2021/TT-BTC,THAM_CHIEU,rule,0.8,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
150974,88/2015/QH13,THAM_CHIEU,rule,0.8,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp "
163441,08/2022/QH15,THAM_CHIEU,rule,0.8, ĐỀ NGHỊ CẤP GIẤY PHÉP THÀNH LẬP VÀ HOẠT ĐỘNG Kính gửi: Bộ trưởng Bộ Tài chính. Căn cứ Luật Kinh doanh bảo hiểm số 08/2022/QH15 ngày 16/6/2022 và các văn bản hướng dẫn thi hành; Chúng tôi (sau đây gọi là chủ đầu tư) đề nghị Bộ Tài chính cấp Giấy phép thành lập và hoạt động cho (tên doanh nghiệp bảo hiểm/c
163441,16/2022/QH15,THAM_CHIEU,rule,0.8," ... / GPĐC... / VPĐD Hà Nội, ngày ... tháng ... năm ... BỘ TRƯỞNG BỘ TÀI CHÍNH Căn cứ Luật Kinh doanh bảo hiểm số 16/2022/QH15 ngày 16/6/2022; Căn cứ Nghị định số 14/2023/NĐ-CP ngày 20/4/2023 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Căn cứ Nghị định 46/202"
163441,08/2022/QH15,THAM_CHIEU,rule,0.8,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
163441,16/2022/QH15,THAM_CHIEU,rule,0.8,"CHÍNH PHỦ _________ CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc _________________ Số: 46/2023/NĐ-CP Hà Nội, ngày 01 tháng 7 năm 2023 NGHỊ ĐỊNH Quy định chi tiết thi hành một số điều của Luật Kinh doanh"
164719,41/2016/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"ự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước"
164719,41/2016/TT-NHNN,THAY_THE_BOI,rule,0.8,"đốc Ngân hàng Nhà nước trong việc chấp hành quy định tại Thông tư này."" Điều 2. Thay thế Phụ lục 01, Phụ lục 02, Phụ lục 03, Phụ lục 04 và Phụ lục 06 của Thông tư số 41/2016/TT-NHNN bằng Phụ lục 01, Phụ lục 02, Phụ lục 03, Phụ lục 04 và Phụ lục 06 ban hành kèm theo Thông tư này. Điều 3. Trách nhiệm tổ chức "
164719,41/2016/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày "
166170,47/2010/QH12,SUA_DOI_BO_SUNG,rule,0.8,"ngày 01 tháng 01 năm 2025. 3. Luật Các tổ chức tín dụng số 47/2010/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 17/2017/QH14 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ quy định tại các khoản 1, 2, 3, 4, 8, 9, 12 và 14 Điều 210 của Luật này. Điều 210. Quy định chuyển tiếp 1. Tổ chức tín dụn"
166170,17/2017/QH14,SUA_DOI_BO_SUNG,rule,0.8,"ngày 01 tháng 01 năm 2025. 3. Luật Các tổ chức tín dụng số 47/2010/QH12 đã được sửa đổi, bổ sung một số điều theo Luật số 17/2017/QH14 hết hiệu lực kể từ ngày Luật này có hiệu lực thi hành, trừ quy định tại các khoản 1, 2, 3, 4, 8, 9, 12 và 14 Điều 210 của Luật này. Điều 210. Quy định chuyển tiếp 1. Tổ chức tín dụn"
166170,47/2010/QH12,THAM_CHIEU,rule,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,17/2017/QH14,THAM_CHIEU,rule,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,42/2017/QH14,THAM_CHIEU,rule,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166170,29/2023/QH15,THAM_CHIEU,rule,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Luật số: 32/2024/QH15 LUẬT CÁC TỔ CHỨC TÍN DỤNG Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành Luật Các tổ chức tín dụn
166269,23/2012/QH13,THAM_CHIEU,rule,0.8,QUỐC HỘI CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 17/2023/QH15 Ngày 20 tháng 6 năm 2023 LUẬT HỢP TÁC XÃ ____________ Căn cứ Hiến pháp nước Cộng hòa xã hội chủ nghĩa Việt Nam; Quốc hội ban hành L
168220,09/2016/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"ề ngân hàng hợp tác xã; b) Thông tư số 09/2016/TT-NHNN ngày 17 tháng 6 năm 2016 sửa đổi, bổ sung một số điều của Thông tư số 31/2012/TT-NHNN ngày 26/11/2012 của Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; c) Thông tư số 03/2014/TT-NHNN ngày 23 tháng 01 năm 2014 của Thống đốc Ngân hàng Nhà nước qu"
168220,31/2012/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"ề ngân hàng hợp tác xã; b) Thông tư số 09/2016/TT-NHNN ngày 17 tháng 6 năm 2016 sửa đổi, bổ sung một số điều của Thông tư số 31/2012/TT-NHNN ngày 26/11/2012 của Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; c) Thông tư số 03/2014/TT-NHNN ngày 23 tháng 01 năm 2014 của Thống đốc Ngân hàng Nhà nước qu"
168220,03/2014/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"ề ngân hàng hợp tác xã; b) Thông tư số 09/2016/TT-NHNN ngày 17 tháng 6 năm 2016 sửa đổi, bổ sung một số điều của Thông tư số 31/2012/TT-NHNN ngày 26/11/2012 của Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; c) Thông tư số 03/2014/TT-NHNN ngày 23 tháng 01 năm 2014 của Thống đốc Ngân hàng Nhà nước qu"
168220,21/2019/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8," dân; d) Điều 1 và Điều 5 Thông tư số 21/2019/TT-NHNN ngày 14 tháng 11 năm 2019 sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; đ) Điều 1 Thông tư số 24/2023/TT-NHNN ngày 30 tháng 12 năm 2023 sửa đổi, bổ sun"
168220,24/2023/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8," dân; d) Điều 1 và Điều 5 Thông tư số 21/2019/TT-NHNN ngày 14 tháng 11 năm 2019 sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; đ) Điều 1 Thông tư số 24/2023/TT-NHNN ngày 30 tháng 12 năm 2023 sửa đổi, bổ sun"
168220,21/2023/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8," dụng nhân dân; đ) Điều 1 Thông tư số 24/2023/TT-NHNN ngày 30 tháng 12 năm 2023 sửa đổi, bổ sung một số điều của các Thông tư liên quan đến việc nộp, xuất trình, cung cấp thông tin, giấy tờ về dân cư khi thực hiện thủ tục hành chính trong lĩnh vực thành lập và hoạt động ngân hàng. đ) Điều 2 Thông tư 21/2023/TT-NHNN"
168220,31/2012/TT-NHNN,THAM_CHIEU,rule,0.8,"i hành 1. Thông tư này có hiệu lực từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư số 31/2012/TT-NHNN ngày 26 tháng 11 năm 2012 của Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; b) Thông tư số 09/2016/TT-NHNN ngày 17 tháng 6 năm 2016 sửa đổi, bổ sung một số điều của Thông"
168220,09/2016/TT-NHNN,THAM_CHIEU,rule,0.8,"i hành 1. Thông tư này có hiệu lực từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư số 31/2012/TT-NHNN ngày 26 tháng 11 năm 2012 của Thống đốc Ngân hàng Nhà nước quy định về ngân hàng hợp tác xã; b) Thông tư số 09/2016/TT-NHNN ngày 17 tháng 6 năm 2016 sửa đổi, bổ sung một số điều của Thông"
168220,31/2012/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,09/2016/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,03/2014/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,21/2019/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,24/2023/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168220,21/2023/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM --------- CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc ---------------------------- Số: 27 /2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về ngân hàng hợp t"
168859,06/2007/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"ư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP "
168859,08/2005/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"ư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP "
168859,06/2017/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ng"
168859,03/2014/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ng"
168859,04/2015/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ng"
168859,21/2019/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"iều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước "
168859,01/2023/TT-NHNN,SUA_DOI_BO_SUNG,rule,0.8,"iều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước "
168859,24/2023/TT,SUA_DOI_BO_SUNG,rule,0.8," d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà "
168859,04/2015/TT-NHNN,THAM_CHIEU,rule,0.8," Thông tư này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thô"
168859,06/2017/TT-NHNN,THAM_CHIEU,rule,0.8," Thông tư này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thô"
168859,06/2007/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,08/2005/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,04/2015/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,06/2017/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,03/2014/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,21/2019/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,01/2023/TT-NHNN,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
168859,24/2023/TT,THAM_CHIEU,rule,0.8,"NGÂN HÀNG NHÀ NƯỚC VIỆT NAM CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập – Tự do – Hạnh phúc Số: 29/2024/TT-NHNN Hà Nội, ngày 28 tháng 6 năm 2024 THÔNG TƯ Quy định về quỹ tín dụng nhân dân Căn cứ Luật Ngân hàng Nhà nước Vi"
